x,y
0.6623727306369265,4.983994992030885
1.7631924616690133,10.014595869899413
0.6022836007084247,6.2673942144497845
0.062058391918818456,4.709455147022005
0.11958787152367734,4.66084773610033
0.3305846350220747,4.241717592114483
1.3254792119900876,7.0916710844522655
0.015942917812242774,2.654471155664284
0.26012819029125755,2.9136065672775935
0.015688957517769886,3.910574125002372
0.5444455921396991,5.6149399725087985
1.2865999353339488,8.963414891815441
1.0693167228984901,5.994600218677545
0.9942019624586633,5.197966721121283
0.5988349723291697,5.58267423732635
1.6515756459669093,6.991987749844457
0.3416716393675798,4.9107001633055445
1.0146043692784514,7.817489657662351
1.1293736409462911,7.285150285055134
1.513512430235742,8.022152843349723
1.0041983740030047,8.289032648112194
1.367664676633455,7.752372136901957
0.2855848491345985,7.395263251436374
0.6400855633377882,6.779181250918587
1.8929966481754414,9.482453870055924
0.928176146624627,8.424751173937679
1.4372869890999278,7.8562110301085015
1.7472838226488239,8.516439729170898
0.38139302808984854,6.064138153395087
0.26003401870889764,4.167572819373606
0.08296134823033285,2.4762168014498105
0.44292528654478436,5.513355819742555
1.8000922194480464,10.488491736873318
0.8084084019055573,7.651790571945925
1.9593191159748446,9.865850605560146
1.606574527464969,8.51089809888111
0.46170596316163603,6.635295753099076
1.4168340158612183,8.04786330931943
0.949021070914609,7.841320182056486
0.9362360572617676,6.086384895184447
0.23970104789189817,4.0887101544218
1.0416586917432347,8.68511534819084
1.4492968837603395,9.853824845567855
1.314206739714903,9.271251992480966
0.4328006132716191,5.6336477885704355
1.990953592593717,11.65643846175348
0.910753048709319,6.615258457425191
1.8598149587527197,9.937669840886118
1.8697838353874343,10.004009182259704
0.6870547932163391,6.1110270629149674
0.5398823323489899,5.103566314757233
0.32561271822478566,4.526685135489029
0.8979312220704463,5.328947400972126
1.7962719447215554,9.068640439235526
0.6293165693266236,4.35733430153353
1.0343727691610771,6.668951157738064
0.3830593152716115,5.526590725677822
0.29461641720172893,5.067302732260767
0.3780755750724665,4.155989004881652
0.6943448659471996,6.020304285774304
1.2749044992998122,6.893640461759424
1.8800039645219033,9.09821367300146
0.05377241663824317,3.4421929402669917
0.8951822842766788,7.687173436347008
0.11987940899974325,3.25691552406103
0.3553303526289544,6.351682419998406
1.9100501772494065,10.162400896349185
1.62171408446481,9.017717066035898
1.9196080909552122,8.07019052562714
0.27211135925395546,4.504137594602307
1.2203898809243476,8.97367245151678
0.5382275097011731,4.685689061651037
1.4462414997719808,8.659589230338993
0.5207780309249985,4.348261408218938
0.6066974024997198,6.09832546693602
1.8394556590694888,9.578884635116943
0.14254954165650258,3.8385971524548426
1.0024258567589137,7.545306699961907
0.8891014135351454,6.358042680375826
1.0030219215294827,6.924773629286307
0.21447680556859972,5.223098774858374
0.886709921176829,7.122606172237767
0.8078790110791672,7.014767733086739
1.2508639047540835,8.314248691624302
0.4565465880544144,4.3902054326229
1.8124698071044276,9.038410554266383
0.6332403365936239,7.548194057100295
0.37857301695003165,4.292166799593176
1.8652182582199395,8.82004685431931
1.1736537355052434,7.568395739171304
0.1892725001185387,4.562649121575525
0.3989576951303224,5.076306139286755
0.35977308203637337,5.9930392514931805
0.35845147671099764,5.124386305944781
0.33808380008902494,6.35540019951109
0.6948532038895425,6.6132155918037
0.6948934048293671,6.3246703862875275
0.743217063146947,4.1988414662951925
0.6509856410032011,5.672994130892704
0.6264471984469744,5.636608945657951
